"variable","Freq","Mean_imp","Median_imp","se","MP_ID","gtdb_sp_name","ncbi_sp_name","dataset","Time"
"Bilophila.wadsworthia_Day.14",0.14,0.0339066666666666,0.0284866666666667,0.00531501858778711,NA,NA,NA,"Mic_Species","Day 14"
"Blautia.coccoides_Day.14",0.07,0.0405933333333333,0.02856,0.00814492437789896,NA,NA,NA,"Mic_Species","Day 14"
"Blautia.producta_Day.14",0.01,0.0200633333333333,0.0200633333333333,NA,NA,NA,NA,"Mic_Species","Day 14"
"Blautia.sp..MP87G3_Day.14",0.11,0.0233957575757576,0.0194133333333333,0.0027362201714128,"MP87G3","Blautia sp001304935","Clostridia bacterium UC5.1-1D4_MP87G3","Mic_Species","Day 14"
"Blautia.sp..VE303.05_Day.14",0.02,0.0408200000000001,0.0408200000000001,0.00967666666666672,NA,NA,NA,"Mic_Species","Day 14"
"Citrobacter.freundii_Day.14",0.61,0.0540640983606557,0.0499066666666668,0.0030107645846687,NA,NA,NA,"Mic_Species","Day 14"
"Clostridiales.bacterium.42_27_Day.14",0.01,0.0136566666666667,0.0136566666666667,NA,NA,NA,NA,"Mic_Species","Day 14"
"Clostridiales.bacterium.CCNA10_Day.14",0.04,0.01624,0.016055,0.00254675356163561,NA,NA,NA,"Mic_Species","Day 14"
"Clostridiales.bacterium.VE202.14_Day.14",0.04,0.027005,0.0249683333333333,0.00720118309467015,NA,NA,NA,"Mic_Species","Day 14"
"Clostridium.bolteae.CAG.59_Day.14",0.07,0.0230190476190476,0.0251233333333333,0.0028879713788068,NA,NA,NA,"Mic_Species","Day 14"
"Clostridium.sp..CAG.221_Day.14",0.02,0.0249666666666667,0.0249666666666667,0.01283,NA,NA,NA,"Mic_Species","Day 14"
"Dialister.invisus.CAG.218_Day.14",0.1,0.0191556666666667,0.01603,0.00324971539304636,NA,NA,NA,"Mic_Species","Day 14"
"Dialister.invisus_Day.14",0.09,0.0241592592592593,0.0188333333333333,0.00502536909085435,NA,NA,NA,"Mic_Species","Day 14"
"Eisenbergiella.massiliensis_Day.14",0.01,0.0469233333333334,0.0469233333333334,NA,NA,NA,NA,"Mic_Species","Day 14"
"Enterobacter.cloacae_Day.14",0.03,0.02928,0.03385,0.00577607549709562,NA,NA,NA,"Mic_Species","Day 14"
"Enterococcaceae.bacterium.UBA6652_Day.14",0.01,0.0212966666666667,0.0212966666666667,NA,NA,NA,NA,"Mic_Species","Day 14"
"Escherichia.coli_Day.14",0.01,0.0322233333333333,0.0322233333333333,NA,NA,NA,NA,"Mic_Species","Day 14"
"Faecalibacterium.prausnitzii_Day.14",0.03,0.0125977777777778,0.01322,0.00224637101032963,NA,NA,NA,"Mic_Species","Day 14"
"Firmicutes.bacterium.CAG.424_Day.14",0.02,0.018465,0.018465,0.00641499999999999,NA,NA,NA,"Mic_Species","Day 14"
"Firmicutes.bacterium.CAG.466_Day.14",0.01,0.01224,0.01224,NA,NA,NA,NA,"Mic_Species","Day 14"
"Firmicutes.bacterium.CAG.94_Day.14",0.01,0.01614,0.01614,NA,NA,NA,NA,"Mic_Species","Day 14"
"Flavonifractor.sp..MP13E7_Day.14",0.02,0.0205983333333333,0.0205983333333333,0.000764999999999997,"MP13E7","Flavonifractor sp000508885","Clostridiales bacterium VE202-03_MP13E7","Mic_Species","Day 14"
"Flavonifractor.sp..MP167A6_Day.14",0.03,0.0170511111111111,0.0134,0.00485393514787259,"MP167A6","N/A","Flavonifractor plautii_MP167A6","Mic_Species","Day 14"
"Flavonifractor.sp..VE303.08_Day.14",0.67,0.0493636815920398,0.0390466666666667,0.00409763112773828,NA,NA,NA,"Mic_Species","Day 14"
"HI22.sp..HI22_Day.14",0.02,0.0193733333333333,0.0193733333333333,0.00375999999999999,NA,NA,NA,"Mic_Species","Day 14"
"Holdemania.filiformis_Day.14",0.01,0.0234533333333333,0.0234533333333333,NA,NA,NA,NA,"Mic_Species","Day 14"
"Hungatella.sp..MP68H3_Day.14",0.05,0.0268906666666666,0.0148133333333333,0.0117787637721452,"MP68H3","Hungatella effluvii","Hungatella effluvii_MP68H3","Mic_Species","Day 14"
"Intestinibacter.sp..MP235A6_Day.14",0.01,0.00970333333333334,0.00970333333333334,NA,"MP235A6","Intestinibacter bartlettii","Intestinibacter bartlettii_MP235A6","Mic_Species","Day 14"
"Intestinibacter.sp..MP39A7_Day.14",0.02,0.0281233333333333,0.0281233333333333,0.0108533333333333,"MP39A7","Intestinibacter bartlettii","Intestinibacter bartlettii_MP39A7","Mic_Species","Day 14"
"Intestinibacter.sp..MP51G4_Day.14",0.01,0.0169866666666667,0.0169866666666667,NA,"MP51G4","Intestinibacter bartlettii","Intestinibacter bartlettii_MP51G4","Mic_Species","Day 14"
"Klebsiella.michiganensis_Day.14",0.08,0.0244525,0.02367,0.00368482956843498,NA,NA,NA,"Mic_Species","Day 14"
"Klebsiella.oxytoca_Day.14",0.03,0.02612,0.02626,0.000614069606381469,NA,NA,NA,"Mic_Species","Day 14"
"Klebsiella.pneumoniae_Day.14",0.05,0.032648,0.0300666666666667,0.00236838261736195,NA,NA,NA,"Mic_Species","Day 14"
"Lachnoclostridium.sp..An118_Day.14",0.01,0.02033,0.02033,NA,NA,NA,NA,"Mic_Species","Day 14"
"Lachnoclostridium.sp..HF18_Day.14",0.01,0.01239,0.01239,NA,"HF18","Enterocloster bolteae","[Clostridium] bolteae_HF18","Mic_Species","Day 14"
"Lachnoclostridium.sp..HK36_Day.14",0.01,0.00711666666666666,0.00711666666666666,NA,NA,NA,NA,"Mic_Species","Day 14"
"Lachnoclostridium.sp..MP625H6_ig1_Day.14",0.01,0.02772,0.02772,NA,"MP625H6_ig1","Enterocloster clostridioformis","[Clostridium] clostridioforme_MP625H6_ig1","Mic_Species","Day 14"
"Lachnoclostridium.sp..MP625H7_ig1_Day.14",0.06,0.0214916666666667,0.0183183333333333,0.00409588635096239,"MP625H7_ig1","Enterocloster bolteae","[Clostridium] bolteae_MP625H7_ig1","Mic_Species","Day 14"
"Lachnoclostridium.sp..VE303.01_Day.14",0.16,0.0285589583333333,0.0225283333333333,0.00425640676922089,NA,NA,NA,"Mic_Species","Day 14"
"Lactobacillus.fermentum_Day.14",0.02,0.0130766666666667,0.0130766666666667,0.00256333333333333,NA,NA,NA,"Mic_Species","Day 14"
"Lactobacillus.gasseri_Day.14",0.01,0.00563333333333333,0.00563333333333333,NA,NA,NA,NA,"Mic_Species","Day 14"
"Lactobacillus.paragasseri_Day.14",0.05,0.024764,0.0207566666666667,0.00280960127657526,NA,NA,NA,"Mic_Species","Day 14"
"N_sum_det",0.12,0.0492972222222222,0.04212,0.00822494434020989,NA,NA,NA,"Mic_Species","Day 14"
"Parabacteroides.distasonis_Day.14",0.02,0.0273116666666667,0.0273116666666667,0.00838166666666668,NA,NA,NA,"Mic_Species","Day 14"
"Parasutterella.excrementihominis.CAG.233_Day.14",0.04,0.0269816666666667,0.0259366666666667,0.00699548869179539,NA,NA,NA,"Mic_Species","Day 14"
"Parasutterella.excrementihominis_Day.14",0.04,0.0195133333333333,0.0193816666666667,0.0040062578364169,NA,NA,NA,"Mic_Species","Day 14"
"Phascolarctobacterium.sp..MUR_MP6E9_ig1_Day.14",0.01,0.0288666666666667,0.0288666666666667,NA,"MP6E9_ig1","Phascolarctobacterium faecium","Phascolarctobacterium faecium_MP6E9_ig1","Mic_Species","Day 14"
"Phascolarctobacterium.sp..VE800.04_Day.14",0.01,0.02242,0.02242,NA,NA,NA,NA,"Mic_Species","Day 14"
"Robinsoniella.peoriensis_Day.14",0.02,0.0120283333333333,0.0120283333333333,0.000835000000000004,NA,NA,NA,"Mic_Species","Day 14"
"Romboutsia.sp..MP232A8_Day.14",0.23,0.0266708695652174,0.02746,0.00245331051123414,"MP232A8","Romboutsia timonensis","Romboutsia timonensis_MP232A8","Mic_Species","Day 14"
"Roseburia.faecis_Day.14",0.03,0.0187533333333333,0.0205766666666666,0.00343060787184579,NA,NA,NA,"Mic_Species","Day 14"
"Roseburia.intestinalis_Day.14",0.03,0.0191111111111111,0.0143533333333333,0.00535861553890808,NA,NA,NA,"Mic_Species","Day 14"
"Sellimonas.sp..VE303.03_Day.14",0.07,0.0191119047619048,0.0146,0.00559439254671518,NA,NA,NA,"Mic_Species","Day 14"
"Streptococcus.mutans_Day.14",0.02,0.01304,0.01304,3.99999999999992e-05,NA,NA,NA,"Mic_Species","Day 14"
"Streptococcus.parasanguinis_Day.14",0.36,0.0367672222222222,0.0293383333333333,0.00394659238074481,NA,NA,NA,"Mic_Species","Day 14"
"Streptococcus.salivarius_Day.14",0.03,0.0265055555555556,0.0306266666666667,0.00544787091723586,NA,NA,NA,"Mic_Species","Day 14"
"Streptococcus.sp..MP111F6_2_Day.14",0.01,0.0489500000000001,0.0489500000000001,NA,"MP111F6_2","N/A","Streptococcus sp. CCH5-D3_MP111F6_2","Mic_Species","Day 14"
"Streptococcus.sp..MP494C11_Day.14",0.01,0.02327,0.02327,NA,"MP494C11","N/A","Streptococcus parasanguinis_MP494C11","Mic_Species","Day 14"
"Streptococcus.sp..MP506C4_Day.14",0.01,0.0148933333333333,0.0148933333333333,NA,"MP506C4","N/A","Streptococcus parasanguinis_MP506C4","Mic_Species","Day 14"
"Streptococcus.sp..MP628A10_ig1_Day.14",0.03,0.0139,0.01259,0.00343759121091111,"MP628A10_ig1","N/A","Streptococcus parasanguinis_MP628A10_ig1","Mic_Species","Day 14"
"Streptococcus.sp..MP636F4b_ig1_Day.14",0.03,0.0148444444444444,0.0117833333333333,0.00513602322501575,"MP636F4b_ig1","Streptococcus parasanguinis_D","Streptococcus parasanguinis_MP636F4b_ig1","Mic_Species","Day 14"
"Streptococcus.vestibularis_Day.14",0.02,0.00980333333333333,0.00980333333333333,0.00368666666666667,NA,NA,NA,"Mic_Species","Day 14"
"Sutterella.wadsworthensis.CAG.135_Day.14",0.01,0.0198833333333333,0.0198833333333333,NA,NA,NA,NA,"Mic_Species","Day 14"
"Sutterella.wadsworthensis_Day.14",0.11,0.0307406060606061,0.0267,0.00333250325477217,NA,NA,NA,"Mic_Species","Day 14"
"Tyzzerella.sp..MP10F1re_Day.14",0.12,0.0268847222222222,0.0232183333333333,0.004573374294114,"MP10F1re","Faecalimonas nexilis","Tyzzerella nexilis_MP10F1re","Mic_Species","Day 14"
"Veillonella.atypica_Day.14",0.03,0.0224744444444444,0.0254633333333333,0.00299055571036389,NA,NA,NA,"Mic_Species","Day 14"
"Veillonella.parvula_Day.14",0.04,0.0404416666666667,0.03929,0.00390934125832911,NA,NA,NA,"Mic_Species","Day 14"
"X.Clostridium..aldenense_Day.14",0.02,0.0516316666666667,0.0516316666666667,0.00759166666666663,NA,NA,NA,"Mic_Species","Day 14"
"X.Clostridium..innocuum_Day.14",0.01,0.0247233333333333,0.0247233333333333,NA,NA,NA,NA,"Mic_Species","Day 14"
"X.Clostridium..scindens_Day.14",0.02,0.0122283333333333,0.0122283333333333,0.00476166666666667,NA,NA,NA,"Mic_Species","Day 14"
"X.Clostridium..sp..VE303.04_Day.14",0.08,0.0393841666666666,0.0278316666666667,0.0117204953737269,NA,NA,NA,"Mic_Species","Day 14"
"X.Clostridium..symbiosum_Day.14",0.01,0.01935,0.01935,NA,NA,NA,NA,"Mic_Species","Day 14"
"X.Eubacterium..eligens_Day.14",0.01,0.02636,0.02636,NA,NA,NA,NA,"Mic_Species","Day 14"
"X.Eubacterium..hallii_Day.14",0.01,0.0215366666666667,0.0215366666666667,NA,NA,NA,NA,"Mic_Species","Day 14"
"X.Ruminococcus..gnavus.CAG.126_Day.14",0.03,0.0356444444444444,0.0129966666666667,0.0226594454455804,NA,NA,NA,"Mic_Species","Day 14"
"X.Ruminococcus..sp..HK31_Day.14",0.07,0.0232638095238095,0.0190066666666667,0.00487231724737138,NA,NA,NA,"Mic_Species","Day 14"
"X.Ruminococcus..sp..MP10A9_Day.14",0.04,0.0209458333333333,0.0222083333333333,0.00507260696636209,"MP10A9","Ruminococcus_B gnavus","[Ruminococcus] gnavus_MP10A9","Mic_Species","Day 14"
"X.Ruminococcus..sp..MP495E3_Day.14",0.01,0.01083,0.01083,NA,"MP495E3","Ruminococcus_B gnavus","[Ruminococcus] gnavus_MP495E3","Mic_Species","Day 14"
"X.Ruminococcus..sp..MP581E08_Day.14",0.01,0.0104666666666667,0.0104666666666667,NA,"MP581E08","Mediterraneibacter sp002159505","Lachnoclostridium sp. An298_MP581E08","Mic_Species","Day 14"
"abx_screen_status",0.02,0.008095,0.008095,0.000888333333333334,NA,NA,NA,"Mic_Species","Day 14"
"n_washout_days",0.04,0.0157658333333333,0.015805,0.00362294983532193,NA,NA,NA,"Mic_Species","Day 14"
"total.recurrences",0.07,0.0451152380952381,0.0453900000000001,0.00618427369981758,NA,NA,NA,"Mic_Species","Day 14"
"total_abx_days_prescreen",0.01,0.0554933333333334,0.0554933333333334,NA,NA,NA,NA,"Mic_Species","Day 14"
