"","Value","Std.Error","DF","t.value","pval","scfa_var","Var","Strain","adj.pval","Class"
"Alloiso_Isolithocholic Acid.Lachnoclostridium.sp..MP429E6.St_Abundance",0.179000083016696,1.61346968855079,43,0.110941088194519,0.912179280631933,"Alloiso_Isolithocholic Acid","St_Abundance","Lachnoclostridium.sp..MP429E6",0.936401186804752,"Secondary BA"
"Alloiso_Isolithocholic Acid.Veillonella.dispar.St_Abundance",-9.6564132214468,5.18504517345469,43,-1.8623585520303,0.0693944221238718,"Alloiso_Isolithocholic Acid","St_Abundance","Veillonella.dispar",0.140306447855158,"Secondary BA"
"Alloiso_Isolithocholic Acid.Veillonella.infantium.St_Abundance",-9.0248372577318,5.56001947181257,43,-1.62316648412558,0.111863486435035,"Alloiso_Isolithocholic Acid","St_Abundance","Veillonella.infantium",0.200583077533868,"Secondary BA"
"Alloiso_Isolithocholic Acid.Blautia.sp..MP624D4_ig1.St_Abundance",1.05207607734787,2.3317687740242,43,0.451192283329272,0.654118274533546,"Alloiso_Isolithocholic Acid","St_Abundance","Blautia.sp..MP624D4_ig1",0.749828683264974,"Secondary BA"
"Alloiso_Isolithocholic Acid.Sutterella.wadsworthensis.St_Abundance",-1.12445902630901,0.964132194372048,43,-1.16629133730088,0.249924699528358,"Alloiso_Isolithocholic Acid","St_Abundance","Sutterella.wadsworthensis",0.370799875971215,"Secondary BA"
"Alloiso_Isolithocholic Acid.Bacteroides.fragilis.St_Abundance",0.212958948357877,0.784240806608387,43,0.271547905392557,0.787269150842773,"Alloiso_Isolithocholic Acid","St_Abundance","Bacteroides.fragilis",0.849331630026957,"Secondary BA"
"Alloiso_Isolithocholic Acid.Flavonifractor.sp..VE303.08.St_Abundance",-0.463904587756309,0.864883199298979,43,-0.53637830880785,0.594461363257742,"Alloiso_Isolithocholic Acid","St_Abundance","Flavonifractor.sp..VE303.08",0.698369952232657,"Secondary BA"
"Alloiso_Isolithocholic Acid.Streptococcus.mutans.St_Abundance",3.30793571566532,9.8109795223975,43,0.337166712876489,0.737631498350564,"Alloiso_Isolithocholic Acid","St_Abundance","Streptococcus.mutans",0.815999531611329,"Secondary BA"
"Alloiso_Isolithocholic Acid.Blautia.sp..HF17.St_Abundance",7.36881251945796,1.69662787403883,43,4.34321080786941,8.40431135424801e-05,"Alloiso_Isolithocholic Acid","St_Abundance","Blautia.sp..HF17",0.000420019663018828,"Secondary BA"
"Alloiso_Isolithocholic Acid.Blautia.sp..CAG.257.St_Abundance",11.4448356919939,3.81942964858688,43,2.9964776799144,0.00452121994555492,"Alloiso_Isolithocholic Acid","St_Abundance","Blautia.sp..CAG.257",0.0149283812576023,"Secondary BA"
"Alloiso_Isolithocholic Acid.Eggerthella.sp..MP163B1.St_Abundance",19.0884727707491,4.85029747308727,43,3.93552619744765,0.000298621410758258,"Alloiso_Isolithocholic Acid","St_Abundance","Eggerthella.sp..MP163B1",0.00132830768602844,"Secondary BA"
"Alloiso_Isolithocholic Acid.Anaerostipes.sp..MP172A5.St_Abundance",1.7993341663096,5.34459760474562,43,0.336664104461657,0.738007730808925,"Alloiso_Isolithocholic Acid","St_Abundance","Anaerostipes.sp..MP172A5",0.815999531611329,"Secondary BA"
"Alloiso_Isolithocholic Acid.Streptococcus.sp..MP628A10_ig1.St_Abundance",-2.12550506470172,3.19845392010242,43,-0.66454140587827,0.509892121107858,"Alloiso_Isolithocholic Acid","St_Abundance","Streptococcus.sp..MP628A10_ig1",0.626241383037186,"Secondary BA"
"Alloiso_Isolithocholic Acid.Streptococcus.sp..MP494C11.St_Abundance",-0.440735229615491,3.08707776082893,43,-0.142767777089343,0.887140486155066,"Alloiso_Isolithocholic Acid","St_Abundance","Streptococcus.sp..MP494C11",0.919595101845187,"Secondary BA"
"Alloiso_Isolithocholic Acid.Blautia.hominis.St_Abundance",0.640263720037648,3.23600687044292,43,0.197856106513771,0.844090045630209,"Alloiso_Isolithocholic Acid","St_Abundance","Blautia.hominis",0.889447439956341,"Secondary BA"
"Alloiso_Isolithocholic Acid.Blautia.marasmi.St_Abundance",0.424152083538678,3.28814930686142,43,0.128994167829787,0.897963742623742,"Alloiso_Isolithocholic Acid","St_Abundance","Blautia.marasmi",0.926484246479934,"Secondary BA"
"Alloiso_Isolithocholic Acid.Blautia.sp..MP87F8_2.St_Abundance",-8.44234081693032,7.38013554621029,43,-1.14392761001056,0.2589819613394,"Alloiso_Isolithocholic Acid","St_Abundance","Blautia.sp..MP87F8_2",0.381193174188365,"Secondary BA"
"Alloiso_Isolithocholic Acid.Lactobacillus.paracasei.St_Abundance",-7.6169725670824,2.89757958968304,43,-2.62873627154296,0.0118379220391911,"Alloiso_Isolithocholic Acid","St_Abundance","Lactobacillus.paracasei",0.0325252091226301,"Secondary BA"
"Alloiso_Isolithocholic Acid.Klebsiella.michiganensis.St_Abundance",-1.89126914639745,0.68822156228138,43,-2.74805273483163,0.00872634417012784,"Alloiso_Isolithocholic Acid","St_Abundance","Klebsiella.michiganensis",0.02513562279546,"Secondary BA"
"Alloiso_Isolithocholic Acid.Parabacteroides.distasonis.St_Abundance",1.67659471975492,1.04513228623707,43,1.60419378659842,0.115992094584242,"Alloiso_Isolithocholic Acid","St_Abundance","Parabacteroides.distasonis",0.205920114549479,"Secondary BA"
"Alloiso_Isolithocholic Acid.Bifidobacterium.animalis.St_Abundance",-2.01684427477201,2.82022329574748,43,-0.715136378673681,0.478389872811471,"Alloiso_Isolithocholic Acid","St_Abundance","Bifidobacterium.animalis",0.599798451954381,"Secondary BA"
"Alloiso_Isolithocholic Acid.Parasutterella.excrementihominis.St_Abundance",-3.4667190386621e-05,1.94110609274903,43,-1.78595031544745e-05,0.999985832778181,"Alloiso_Isolithocholic Acid","St_Abundance","Parasutterella.excrementihominis",0.999985832778181,"Secondary BA"
"Alloiso_Isolithocholic Acid.Burkholderiales.bacterium.1_1_47.St_Abundance",-0.451924552550351,1.99822826747328,43,-0.226162626115684,0.822146561217005,"Alloiso_Isolithocholic Acid","St_Abundance","Burkholderiales.bacterium.1_1_47",0.873912854362548,"Secondary BA"
"Alloiso_Isolithocholic Acid.Streptomyces.californicus.St_Abundance",-25.7884379325896,17.8359504094121,43,-1.44586844774927,0.155463805574766,"Alloiso_Isolithocholic Acid","St_Abundance","Streptomyces.californicus",0.258383255156821,"Secondary BA"
"Alloiso_Isolithocholic Acid.Streptococcus.sp..MP111F6_2.St_Abundance",-1.92965742405656,1.89414526952446,43,-1.0187483796008,0.314020304669967,"Alloiso_Isolithocholic Acid","St_Abundance","Streptococcus.sp..MP111F6_2",0.439177777698896,"Secondary BA"
"Alloiso_Isolithocholic Acid.Parasutterella.excrementihominis.CAG.233.St_Abundance",-1.56903180490309,3.11412856656068,43,-0.503842976090086,0.616943484769197,"Alloiso_Isolithocholic Acid","St_Abundance","Parasutterella.excrementihominis.CAG.233",0.717703109791187,"Secondary BA"
"Alloiso_Isolithocholic Acid.Streptococcus.vestibularis.St_Abundance",0.480113585688735,4.08506222963141,43,0.117529075127958,0.906988076562488,"Alloiso_Isolithocholic Acid","St_Abundance","Streptococcus.vestibularis",0.932206345230093,"Secondary BA"
"Alloiso_Isolithocholic Acid.Clostridia.bacterium.UC5.1.1A9.St_Abundance",12.6226215333814,3.67339130744533,43,3.43623112185121,0.00131956788810863,"Alloiso_Isolithocholic Acid","St_Abundance","Clostridia.bacterium.UC5.1.1A9",0.00518132191874401,"Secondary BA"
"Alloiso_Isolithocholic Acid.X.Clostridium..lavalense.St_Abundance",1.0583687651631,3.01579462648406,43,0.350941922857986,0.727345548683388,"Alloiso_Isolithocholic Acid","St_Abundance","X.Clostridium..lavalense",0.809812457872867,"Secondary BA"
"Chenodeoxycholic Acid.Bilophila.wadsworthia.St_Abundance",1.34919386459386,1.28073614127007,43,1.05345185563039,0.298017713779382,"Chenodeoxycholic Acid","St_Abundance","Bilophila.wadsworthia",0.424269573932932,"Primary BA"
"Chenodeoxycholic Acid.Proteus.mirabilis.St_Abundance",-3.94299211010654,2.41855655491873,43,-1.63030800420503,0.110340850229399,"Chenodeoxycholic Acid","St_Abundance","Proteus.mirabilis",0.198132983996508,"Primary BA"
"Chenodeoxycholic Acid.Escherichia.coli.St_Abundance",0.167553473573512,0.507150263402291,43,0.330382306122559,0.742715486044048,"Chenodeoxycholic Acid","St_Abundance","Escherichia.coli",0.819407548239334,"Primary BA"
"Chenodeoxycholic Acid.X.Clostridium..aldenense.St_Abundance",2.04777934192382,0.898273723770616,43,2.27968300500655,0.027647001891554,"Chenodeoxycholic Acid","St_Abundance","X.Clostridium..aldenense",0.0655940671953062,"Primary BA"
"Chenodeoxycholic Acid.X.Clostridium..clostridioforme.St_Abundance",2.93129486455244,0.998476059546989,43,2.93576880138956,0.00532381122440841,"Chenodeoxycholic Acid","St_Abundance","X.Clostridium..clostridioforme",0.017070166398502,"Primary BA"
"Chenodeoxycholic Acid.Morganella.morganii.St_Abundance",1.25213947151118,1.93568950073249,43,0.646870002155487,0.521154341846791,"Chenodeoxycholic Acid","St_Abundance","Morganella.morganii",0.63547092859191,"Primary BA"
"Chenodeoxycholic Acid.Fusobacterium.nucleatum.St_Abundance",0.00290689418013709,1.16223487333333,43,0.00250112455479847,0.998015961124069,"Chenodeoxycholic Acid","St_Abundance","Fusobacterium.nucleatum",0.998481670858611,"Primary BA"
"Chenodeoxycholic Acid.Citrobacter.amalonaticus.St_Abundance",2.65064257504132,1.27683148936873,43,2.07595332439036,0.0439117385706922,"Chenodeoxycholic Acid","St_Abundance","Citrobacter.amalonaticus",0.0958724719914094,"Primary BA"
"Chenodeoxycholic Acid.X.Clostridium..bolteae.St_Abundance",-0.683781960284819,1.46639476750493,43,-0.466301418579305,0.643353507863502,"Chenodeoxycholic Acid","St_Abundance","X.Clostridium..bolteae",0.741554431363612,"Primary BA"
"Chenodeoxycholic Acid.Veillonella.parvula.St_Abundance",0.0651551159830596,1.09317444977981,43,0.059601755233287,0.952748964320652,"Chenodeoxycholic Acid","St_Abundance","Veillonella.parvula",0.966421911135536,"Primary BA"
"Chenodeoxycholic Acid.Lachnospiraceae.bacterium.CAG.364.St_Abundance",1.28989717129175,0.997112719193477,43,1.29363225086036,0.202698495450726,"Chenodeoxycholic Acid","St_Abundance","Lachnospiraceae.bacterium.CAG.364",0.315985633237778,"Primary BA"
"Chenodeoxycholic Acid.Enterococcus.casseliflavus.St_Abundance",0.346648549921111,3.30028803701013,43,0.105035847184767,0.916835801006353,"Chenodeoxycholic Acid","St_Abundance","Enterococcus.casseliflavus",0.9395664273876,"Primary BA"
"Chenodeoxycholic Acid.Flavonifractor.plautii.St_Abundance",1.24188463421229,1.88548558669413,43,0.658655066353339,0.513628866848821,"Chenodeoxycholic Acid","St_Abundance","Flavonifractor.plautii",0.628833700468058,"Primary BA"
"Chenodeoxycholic Acid.Hungatella.sp..MP355B12.St_Abundance",-0.885937777581805,2.24486072007648,43,-0.394651556623799,0.695050803593519,"Chenodeoxycholic Acid","St_Abundance","Hungatella.sp..MP355B12",0.782936386814976,"Primary BA"
"Chenodeoxycholic Acid.Dialister.invisus.St_Abundance",-3.53859856057539,3.11685156953714,43,-1.13531186250903,0.262533414000575,"Chenodeoxycholic Acid","St_Abundance","Dialister.invisus",0.385616560596414,"Primary BA"
"Chenodeoxycholic Acid.Hungatella.sp..MP68H3.St_Abundance",-0.805172347126029,2.70723439760988,43,-0.297415084499844,0.767581783756281,"Chenodeoxycholic Acid","St_Abundance","Hungatella.sp..MP68H3",0.837646086379437,"Primary BA"
"Chenodeoxycholic Acid.Hungatella.sp..MP42C12.St_Abundance",4.74878700821017,5.64652157978235,43,0.841011043898856,0.404994391103769,"Chenodeoxycholic Acid","St_Abundance","Hungatella.sp..MP42C12",0.532047305000327,"Primary BA"
"Chenodeoxycholic Acid.Hungatella.sp..MP42A4.St_Abundance",-1.84262289781464,1.47626309818349,43,-1.24816701039398,0.218723782908092,"Chenodeoxycholic Acid","St_Abundance","Hungatella.sp..MP42A4",0.334693306057224,"Primary BA"
"Chenodeoxycholic Acid.Bifidobacterium.dentium.St_Abundance",0.298903311777818,0.702937253617004,43,0.425220473434569,0.672796484660523,"Chenodeoxycholic Acid","St_Abundance","Bifidobacterium.dentium",0.764428014367865,"Primary BA"
"Chenodeoxycholic Acid.Dialister.invisus.CAG.218.St_Abundance",-4.37941882513998,3.19637866337467,43,-1.37011890215669,0.177761406696632,"Chenodeoxycholic Acid","St_Abundance","Dialister.invisus.CAG.218",0.286556733802691,"Primary BA"
"Chenodeoxycholic Acid.Klebsiella.pneumoniae.St_Abundance",0.150391254996331,0.384699198740237,43,0.390932072353707,0.697777755050715,"Chenodeoxycholic Acid","St_Abundance","Klebsiella.pneumoniae",0.785595400050096,"Primary BA"
"Chenodeoxycholic Acid.X.Clostridium..spiroforme.St_Abundance",2.90914036493017,7.97260629783898,43,0.364892013508646,0.716980601471768,"Chenodeoxycholic Acid","St_Abundance","X.Clostridium..spiroforme",0.801323932001114,"Primary BA"
"Chenodeoxycholic Acid.Campylobacter.curvus.St_Abundance",1.49069766772558,2.07491178461981,43,0.718439057879623,0.476372450727608,"Chenodeoxycholic Acid","St_Abundance","Campylobacter.curvus",0.59785904450341,"Primary BA"
"Chenodeoxycholic Acid.Ruthenibacterium.lactatiformans.St_Abundance",0.99015904206936,3.30414266959832,43,0.299671999995609,0.765871189594129,"Chenodeoxycholic Acid","St_Abundance","Ruthenibacterium.lactatiformans",0.837199777612074,"Primary BA"
"Chenodeoxycholic Acid.Hungatella.hathewayi.St_Abundance",-0.657139296300755,0.940379591321128,43,-0.698802167088237,0.488438257992365,"Chenodeoxycholic Acid","St_Abundance","Hungatella.hathewayi",0.608387334979667,"Primary BA"
"Chenodeoxycholic Acid.Ruminococcaceae.bacterium.cv2.St_Abundance",6.84106833017691,3.71466203076453,43,1.84163950139198,0.0724322160216408,"Chenodeoxycholic Acid","St_Abundance","Ruminococcaceae.bacterium.cv2",0.145361626661839,"Primary BA"
"Chenodeoxycholic Acid.Enterococcus.faecium.St_Abundance",-1.2205069647696,2.11348536627569,43,-0.577485410708252,0.566623291856815,"Chenodeoxycholic Acid","St_Abundance","Enterococcus.faecium",0.673522373181153,"Primary BA"
"Chenodeoxycholic Acid.Ruthenibacterium.sp..VE800.03.St_Abundance",1.60247571910122,3.49663705535316,43,0.458290549957971,0.649051530833023,"Chenodeoxycholic Acid","St_Abundance","Ruthenibacterium.sp..VE800.03",0.745482043985358,"Primary BA"
"Chenodeoxycholic Acid.Citrobacter.freundii.St_Abundance",-0.766504610910645,0.988974470086476,43,-0.775049947288955,0.442551601705936,"Chenodeoxycholic Acid","St_Abundance","Citrobacter.freundii",0.567554477248522,"Primary BA"
"Chenodeoxycholic Acid.Subdoligranulum.sp..MP158A7.St_Abundance",-1.46647376342438,3.62167142110773,43,-0.404916292206276,0.687546434919874,"Chenodeoxycholic Acid","St_Abundance","Subdoligranulum.sp..MP158A7",0.77664796643925,"Primary BA"
"Chenodeoxycholic Acid.Lactococcus.lactis.St_Abundance",-3.06940583235583,4.83711996088462,43,-0.634552348748136,0.529082276008473,"Chenodeoxycholic Acid","St_Abundance","Lactococcus.lactis",0.642207435230515,"Primary BA"
"Chenodeoxycholic Acid.Lactobacillus.paragasseri.St_Abundance",-2.09911285141597,2.6760979416618,43,-0.784393134024262,0.437109488122668,"Chenodeoxycholic Acid","St_Abundance","Lactobacillus.paragasseri",0.562677047875595,"Primary BA"
"Chenodeoxycholic Acid.Erysipelatoclostridium.sp..MP572A05.St_Abundance",-7.54538256655258,5.04644759296289,43,-1.49518694637281,0.142169136735028,"Chenodeoxycholic Acid","St_Abundance","Erysipelatoclostridium.sp..MP572A05",0.241466038415553,"Primary BA"
"Chenodeoxycholic Acid.Enterobacter.cloacae.St_Abundance",-0.625966191505207,1.40350188226555,43,-0.446003100825745,0.657832799215757,"Chenodeoxycholic Acid","St_Abundance","Enterobacter.cloacae",0.753013092108159,"Primary BA"
"Chenodeoxycholic Acid.Romboutsia.sp..MP232A8.St_Abundance",-12.4015142906294,4.83524762492979,43,-2.56481472152307,0.0138964693874208,"Chenodeoxycholic Acid","St_Abundance","Romboutsia.sp..MP232A8",0.036721415949643,"Primary BA"
"Chenodeoxycholic Acid.Faecalibacterium.prausnitzii.St_Abundance",-2.47876896121095,1.74017377405845,43,-1.42443760396982,0.161537244118884,"Chenodeoxycholic Acid","St_Abundance","Faecalibacterium.prausnitzii",0.265730832269224,"Primary BA"
"Chenodeoxycholic Acid.Streptococcus.salivarius.St_Abundance",-1.16396372891722,3.13835677984887,43,-0.370883175676816,0.712545530178187,"Chenodeoxycholic Acid","St_Abundance","Streptococcus.salivarius",0.797614488358179,"Primary BA"
"Chenodeoxycholic Acid.Klebsiella.oxytoca.St_Abundance",0.205101712796915,0.542851408307498,43,0.377822935812916,0.707420801259769,"Chenodeoxycholic Acid","St_Abundance","Klebsiella.oxytoca",0.793673572946596,"Primary BA"
"Chenodeoxycholic Acid.Streptococcus.thermophilus.St_Abundance",0.417566183906434,1.41705891613896,43,0.294671011311351,0.769663190766851,"Chenodeoxycholic Acid","St_Abundance","Streptococcus.thermophilus",0.838636903779838,"Primary BA"
"Chenodeoxycholic Acid.Lactobacillus.rhamnosus.St_Abundance",-1.37679505277975,0.90915498001371,43,-1.51436782841907,0.1372492064958,"Chenodeoxycholic Acid","St_Abundance","Lactobacillus.rhamnosus",0.234783748984305,"Primary BA"
"Chenodeoxycholic Acid.Actinomyces.graevenitzii.St_Abundance",-30.4435196790554,19.0331441599534,43,-1.59950029397192,0.117032340964191,"Chenodeoxycholic Acid","St_Abundance","Actinomyces.graevenitzii",0.207255511311035,"Primary BA"
"Chenodeoxycholic Acid.Actinomyces.sp..HPA0247.St_Abundance",-14.74265047668,8.57909982678821,43,-1.71843792173232,0.0929101884973039,"Chenodeoxycholic Acid","St_Abundance","Actinomyces.sp..HPA0247",0.175557676972579,"Primary BA"
"Chenodeoxycholic Acid.Actinomyces.oris.St_Abundance",-14.46917044323,13.8113554267572,43,-1.0476285633196,0.300662883904278,"Chenodeoxycholic Acid","St_Abundance","Actinomyces.oris",0.427216153433312,"Primary BA"
"Chenodeoxycholic Acid.Actinomyces.naeslundii.St_Abundance",-15.2583728108523,10.9130581053042,43,-1.39817571423321,0.169230828653903,"Chenodeoxycholic Acid","St_Abundance","Actinomyces.naeslundii",0.275342213423934,"Primary BA"
"Chenodeoxycholic Acid.Saccharomyces.cerevisiae.St_Abundance",2.18641822521229,8.80265359508493,43,0.248381718261991,0.805021506910094,"Chenodeoxycholic Acid","St_Abundance","Saccharomyces.cerevisiae",0.862120934473148,"Primary BA"
"Chenodeoxycholic Acid.Rothia.mucilaginosa.St_Abundance",-8.13750971908664,8.26898988527376,43,-0.984099609745409,0.330571618673483,"Chenodeoxycholic Acid","St_Abundance","Rothia.mucilaginosa",0.45607821778375,"Primary BA"
"Chenodeoxycholic Acid.Clostridium.sp..C105KSO14.St_Abundance",0.509220967870333,1.79092977105679,43,0.284333297765134,0.777519769440288,"Chenodeoxycholic Acid","St_Abundance","Clostridium.sp..C105KSO14",0.843269003774393,"Primary BA"
"Chenodeoxycholic Acid.Roseburia.intestinalis.St_Abundance",0.963487380544791,1.1381293927139,43,0.846553464582203,0.401930927899194,"Chenodeoxycholic Acid","St_Abundance","Roseburia.intestinalis",0.528674791052683,"Primary BA"
"Chenodeoxycholic Acid.Blautia.sp..VE303.05.St_Abundance",0.220693527442951,0.690168977170428,43,0.319767382689027,0.750693205453759,"Chenodeoxycholic Acid","St_Abundance","Blautia.sp..VE303.05",0.825518669427009,"Primary BA"
"Chenodeoxycholic Acid.Anaerotruncus.colihominis.St_Abundance",-1.59024723205562,4.90402553153745,43,-0.324273848459567,0.747302909900244,"Chenodeoxycholic Acid","St_Abundance","Anaerotruncus.colihominis",0.82305690350657,"Primary BA"
"Chenodeoxycholic Acid.Eggerthella.lenta.St_Abundance",-9.34845944901098,4.14008905859654,43,-2.25803341829077,0.0290743694548878,"Chenodeoxycholic Acid","St_Abundance","Eggerthella.lenta",0.0683502720518415,"Primary BA"
"Chenodeoxycholic Acid.Roseburia.inulinivorans.St_Abundance",-2.72526535224515,2.50982055505109,43,-1.08584071748096,0.283599460534514,"Chenodeoxycholic Acid","St_Abundance","Roseburia.inulinivorans",0.408901979412238,"Primary BA"
